record_id,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30,g31,g32,g33,g34,g35,g36,g37,g38,g39,g40,g41,g42,g43,g44,g45,g46,g47,g48,g49,g50,g51,g52,g53,g54,g55,g56,g57,g58,g59,g60,g61,g62,g63,g64,g65,g66,g67,g68,g69,g70,g71,g72,g73,g74,g75,g76,g77,g78,g79,g80,g81,g82,g83,g84,g85,g86,g87,g88,g89,g90,g91,g92,g93,g94,g95,g96,g97,g98,g99
1,0.39122477,-0.49301222,-0.19221666,0.23296002,-0.22259556,0.18079588,0.5112225,0.35119557,0.30870688,0.24935645,0.5444489,-0.27903554,-0.14345199,0.11054489,-0.07407921,-0.57686853,-0.0017322203,-0.10818801,-0.04710688,0.631709,0.397028,0.37881106,-0.36372975,0.22341222,-0.335136,0.12160889,0.16119996,-0.34770402,0.30468056,-0.2427848,-0.18441002,0.20358458,0.30098763,0.43741447,0.21757777,0.11455234,0.36699235,0.34486422,0.13748133,-0.3291154,-0.0065417737,-0.15125066,0.14874846,-0.5499878,0.103637,-0.08493236,-0.5421078,-0.7079427,-0.041678663,0.0341471,-0.056970105,0.013838,-0.028811548,0.056520566,-0.7642143,-1.1356611,-0.22416666,0.5893667,0.4448467,0.07416023,-0.5030989,0.44973332,-0.58472484,-0.2240204,-0.05175389,-0.019236883,0.068765774,-0.10924111,0.19658755,0.05148222,0.44503444,0.6236234,-0.04822053,-0.28182223,0.063325986,-0.044123337,-0.20646729,0.14632067,0.13299567,0.003172232,0.43892115,-0.22592643,-0.6222202,-0.060363345,-0.6341806,0.0045943293,-0.5048287,-0.015126116,0.34113824,-0.4530679,-0.38171884,-0.0141400015,0.40628,0.19274534,0.403184,0.09270422,-0.443295,-0.46086147,0.03436533,-0.04212667
2,-0.046459347,0.16164564,0.28811568,-0.27539924,-0.15741117,0.17009985,-0.058522016,0.261828,0.01621943,-0.0414058,0.31165665,0.121917434,0.22678827,-0.039581914,0.11513386,-0.30173132,0.121056676,0.20479333,-0.45105293,0.21173044,0.29686862,0.086149044,0.1419392,-0.034328993,0.17709298,-0.071236655,-0.1761447,-0.50417084,0.13341083,-0.17414169,-0.043144677,0.59909236,-0.05000752,0.05766429,0.048211396,0.35370466,-0.10380284,0.15369351,0.04425879,-0.22073807,-0.37174836,-0.22353655,0.14768551,-0.4058082,-0.187705,-0.0006872727,0.16123863,-0.37528327,0.06244345,-0.86833245,0.061408516,0.03201184,0.20751618,1.0073175,-0.21857004,-2.3979967,-0.07940462,-0.13891526,1.6147314,0.5089131,-0.111309744,0.8308737,-0.3455986,0.1473624,0.7334145,-0.08045873,0.48651198,0.40461385,0.045638468,-0.17344345,-0.051182326,-0.30471405,0.010019283,-0.42111883,0.1538752,0.1566027,-0.18566175,-0.04982302,-0.84704113,-0.021043194,0.58872676,-0.06451098,-0.48159894,0.08553798,-1.3984514,-0.2605928,0.14212425,-0.20442568,-0.30438754,-0.3448796,-0.10630322,-0.18944629,-0.040625878,-0.030339407,-0.61461335,-0.054121885,-0.15963551,-0.180977,0.413772,0.21473785
3,-0.08957543,0.044533532,0.33302554,-0.19305396,-0.124010675,0.24142428,-0.111856915,0.16168387,0.1938801,0.031665802,0.23469876,0.108537085,0.17762437,-0.09115947,0.076162614,-0.20775275,0.18665591,0.25920728,-0.498699,0.17451338,0.22669482,-0.078151755,0.18069178,-0.016960302,0.15213038,0.025111504,-0.20900875,-0.4798266,0.28079432,-0.1827867,0.035485726,0.6393189,-0.06826638,0.13277954,0.04091267,0.33277193,-0.17373453,0.104804486,0.020688917,-0.314489,-0.35322973,-0.11830923,0.19768615,-0.46926227,-0.21968515,0.018656759,0.14662924,-0.2591819,0.029673867,-0.7861529,0.013935359,0.1242197,0.22057508,1.0137565,-0.18963581,-2.1603627,-0.083188854,-0.0581002,1.5405209,0.43605104,-0.09012397,0.6323649,-0.29040223,0.14080638,0.7255373,-0.09079113,0.44998497,0.37764663,0.0060946844,-0.2066721,-0.011707887,-0.29168314,0.08506396,-0.4203478,0.14065816,0.13445221,-0.19561368,-0.039744157,-0.75088704,0.0598371,0.50683165,-0.15717712,-0.5048937,0.051658444,-1.3270477,-0.18610488,0.13141675,-0.11112403,-0.216254,-0.22328521,-0.08949363,-0.06822852,-0.0010664237,-0.047283772,-0.45316315,-0.07868041,-0.10939025,-0.20974107,0.35214436,0.1445645
4,-0.06958,0.14709999,0.21995875,-0.1040895,-0.118825994,-0.103227496,-0.089034,0.12009251,0.38152975,-0.07314805,0.19024998,-0.1233935,0.08680275,-0.40407753,-0.27928573,-0.32910275,-0.04319102,0.25065452,-0.10514,-0.120769,0.060369745,-0.28648752,0.029055253,0.1595005,-0.070045635,0.127255,-0.30259502,-0.16899401,0.1126255,-0.12019149,-0.0809455,1.0500475,-0.30356273,-0.050271,-0.059419993,0.25621277,-0.057042,-0.28141657,-0.011811249,-0.38087747,-0.20659,-0.037672505,-0.21136251,-0.18583375,-0.09195724,0.230416,0.09594091,-0.1304319,0.18928501,-0.8067175,0.21473251,-0.082292005,0.425595,1.0100551,-0.23029998,-2.0767477,-0.16846526,-0.20368625,1.2675875,0.38456273,0.19008,0.4543125,-0.038841173,0.127083,0.637115,-0.15449126,0.3599065,0.30560675,0.24160324,0.17993876,0.06437001,-0.2020925,-0.215065,-0.47675997,0.593095,-0.035162,-0.20265001,-0.258165,-0.83845747,0.162565,0.4738425,-0.13670574,-0.6448425,0.2965075,-1.0589426,-0.48076302,0.2119765,-0.43412247,-0.39649102,-0.27022877,0.093401246,-0.15041,-0.34636226,-0.055847496,-0.20001751,0.3111333,-0.02232175,-0.3189525,0.43619323,0.3381775
5,-0.095161416,0.30976632,0.3433067,-0.37648916,-0.26085666,0.22309607,-0.14699297,0.27197763,-0.008944582,-0.12886174,0.10606692,0.1259927,0.23433574,0.059542134,0.14008707,-0.28694925,0.14065363,0.22837989,-0.4352956,0.301868,0.3155531,0.11231317,0.081897356,-0.033889733,0.2366166,0.07386309,-0.34855175,-0.62064797,0.24257177,-0.20858072,-0.10498041,0.46747223,-0.03530179,-0.02276221,0.12178668,0.4637061,-0.1052004,0.14038648,0.114397295,-0.19985771,-0.35488233,-0.23403795,0.1353293,-0.56128734,-0.20952727,-0.008521008,0.15738375,-0.34854075,-0.031352166,-0.9833787,0.077402726,-0.13321266,0.10999655,1.1126791,-0.22861616,-2.5440075,0.005991842,-0.06848413,1.8446293,0.41764987,-0.2018637,0.8389997,-0.42634532,0.04044683,0.747252,0.06538463,0.52439374,0.42350757,-0.05451474,-0.21586211,-0.0890869,-0.32750127,-0.0875665,-0.4733887,0.10322375,0.15738566,-0.23669915,-0.09222803,-0.72903013,-0.03991221,0.6723229,-0.10562862,-0.65446335,0.108149506,-1.5192232,-0.20802009,0.2762083,-0.05829905,-0.33669272,-0.41598615,-0.06358989,-0.13503996,-0.05915484,-0.1574495,-0.5786983,-0.09828029,-0.048660845,-0.14814545,0.3822702,0.2560946
6,-0.15240537,0.09813591,0.39955354,-0.34685087,0.052239496,0.05052057,-0.19071454,0.10509078,0.18422204,0.008298296,0.17495681,0.03791114,0.20381813,-0.17438693,0.07963072,-0.0073176404,0.15635346,-0.01840146,-0.2385028,0.17709935,0.2591026,-0.14377584,0.2273431,0.103242256,0.09997188,-0.11816245,-0.07839008,-0.25939557,-0.062258083,-0.10027791,0.0016232698,0.5416508,-0.06324089,0.15167905,0.0049352734,0.27917668,-0.19120736,0.21205252,-0.0323084,-0.23115559,-0.25463957,-0.1622602,0.12111341,-0.26745772,-0.06587142,0.025123628,0.11689251,-0.16238576,0.074111894,-0.5647351,0.07264991,0.035827737,0.21368738,0.8385485,-0.3736882,-2.0312512,-0.08132239,-0.11968573,1.377179,0.33164087,-0.28993928,0.5922976,-0.22006044,0.1415505,0.74585205,-0.010114022,0.27871466,0.22640695,0.16508317,-0.16792789,0.00784449,-0.08866125,0.0053564236,-0.3400111,0.14492464,0.033069406,-0.16263746,0.05889396,-0.7247436,-0.0067230132,0.42448148,-0.08369409,-0.35200548,0.011585308,-1.1797814,-0.19255884,0.08518491,-0.09884793,-0.21322611,-0.17330757,0.0029216115,0.11953416,-0.18942194,0.08281695,-0.4082141,-0.093130924,-0.15483038,-0.24808192,0.54321843,0.21919005
7,-0.19502968,0.2244286,0.29882213,-0.31146264,-0.038947117,-0.044013258,0.035704453,0.22924435,-0.05400744,0.013801753,0.13649303,-0.034302488,0.38377145,0.06180596,0.20844857,-0.22556283,0.23173913,0.010638054,-0.46455058,0.11845846,0.2511334,-0.030293914,0.29004142,0.02545296,0.1282385,-0.08265997,-0.03314739,-0.2890267,-0.25706425,-0.07228496,0.0022194826,0.49410778,-0.042525645,0.12808621,0.25808284,0.31996888,0.048052486,0.30825135,-0.034053247,-0.1347244,-0.30103278,-0.28083774,0.29136682,-0.3068651,-0.015079395,-0.10434509,0.20279123,-0.29787192,-0.032758124,-0.7621218,0.2003543,-0.067903616,0.18386696,1.1671612,-0.31867513,-2.4625046,-0.033515826,-0.19259332,1.693763,0.59277606,-0.17962165,0.7803101,-0.37113538,0.0593036,0.87153906,-0.1323001,0.5025951,0.34286973,0.25339022,-0.2456761,-0.08776526,-0.2635369,0.027079953,-0.3647887,0.18775648,0.1781571,-0.08716239,0.082505696,-1.0525895,-0.08267148,0.5689587,0.016868982,-0.41583958,0.081021786,-1.5326165,-0.27322444,0.23522484,-0.23237981,-0.31928658,-0.3781043,-0.1055766,-0.13169973,-0.21644506,0.058629964,-0.49377006,0.06620557,-0.31568995,-0.45648682,0.6311077,0.28406432
8,-0.06161232,0.24034618,0.3340694,-0.32656223,-0.121604025,0.2170489,-0.16180734,0.19739328,-0.06845402,0.041950632,0.13828607,0.07922357,0.35885352,0.116142504,0.057806153,-0.30302727,0.1283994,0.21580271,-0.43483034,0.30762848,0.23873685,0.054926418,0.21880023,-0.032494493,0.19480197,-0.06474341,-0.15114756,-0.5057131,0.104435086,-0.23806623,0.024957856,0.468542,0.012887511,0.02852438,0.04540225,0.30531213,-0.10472327,0.21382728,0.015515078,-0.23069276,-0.30177572,-0.16342708,0.16915631,-0.4151527,-0.13318427,0.023795819,0.17862606,-0.36782438,0.017699389,-0.8418815,0.09366216,-0.07933423,0.10772406,1.1182959,-0.20987548,-2.3488996,-0.005307723,-0.11840373,1.6685551,0.5663862,-0.13165589,0.8345842,-0.3457342,0.06135076,0.84536695,0.07103405,0.4959128,0.30710724,0.19166352,-0.21931207,0.0143402945,-0.30769596,-0.07853518,-0.40508434,0.20956072,0.103716575,-0.15705949,-0.016161507,-0.9078834,0.0017421097,0.6020622,0.023935957,-0.47811326,0.098331265,-1.5157616,-0.23439421,0.10036522,-0.17686792,-0.23481011,-0.32575303,-0.076449454,-0.075161226,0.017271364,-0.059219256,-0.5426873,-0.021153618,-0.19344914,-0.3309321,0.42198527,0.24232155
9,-0.073845014,-0.28677198,0.11701,-0.102495,0.16094998,-0.118611,0.113425,0.032681998,0.15219998,0.0891105,0.38622048,-0.46692,0.24164501,-0.740785,-0.02256,0.25156,-0.112431005,0.39463,-0.29124498,0.81654,-0.35843498,-0.482595,-0.027649984,0.655945,0.069109,0.45071504,0.33138,0.140138,-0.49719,-0.25002998,0.009770006,0.729585,-0.495902,0.07519,0.597645,0.04818,-0.69990003,0.34995,-0.037040003,-0.45213503,0.18836051,0.56022,0.21716501,0.014249999,0.12843,-0.01536499,0.26437,-0.372345,-0.01992999,-0.19348,0.280475,0.10069,0.683605,0.18446,-0.2915825,-0.800565,0.041035026,-0.16525051,1.099285,-0.265795,-0.103975005,0.1532185,-0.48864,0.401475,0.16634,-0.07720499,0.093807995,-0.3668,0.89643,-0.407165,0.57649,0.320135,0.314469,-0.15303,0.58804,0.549375,-0.21087,-0.0427125,-0.29153997,-0.25417998,0.025854997,-0.36781502,0.177605,-0.1545395,-0.4537385,-0.088149995,0.500695,-0.30262,-0.14629605,-0.23692499,0.226725,0.44087005,0.05799,-0.323815,-0.02741,0.209165,-0.0538,-0.64032996,0.81926,0.117355004
10,-0.03163966,0.25204822,0.44655222,-0.55449337,-0.19839111,0.27437365,0.115687,0.15482967,0.31537765,-0.036746554,0.5553278,0.28338635,0.2839247,-0.031657446,0.219388,-0.086562775,-0.084532894,0.36305523,-0.60223556,0.2233231,0.402636,0.22068334,0.23158677,0.14972666,0.34165204,0.23011859,-0.42796782,-0.2681333,0.2663761,-0.14843124,0.052060552,0.72861224,0.14887612,0.27562064,0.3007433,0.14960112,-0.39469433,0.16534978,0.24788867,-0.053687103,-0.22854222,-0.15283976,0.19178712,-0.502111,-0.34404033,-0.03542833,0.016897785,-0.22836621,0.22806352,-0.7514478,-0.0120600015,0.060618885,0.21379147,0.77145666,-0.37237668,-1.8988489,-0.17600432,0.288961,1.4113089,0.59515554,0.06313855,0.80567634,-0.6484944,0.13029283,0.49961984,-0.13354822,0.5073998,0.26147455,-0.07110778,0.029887,0.18163031,-0.116144456,0.35612923,-0.42140234,0.025415454,0.29180515,-0.22147645,-0.012320446,-0.5872921,-0.020855779,0.30707002,-0.08717366,-0.6797911,-0.02019111,-1.2073718,-0.2944369,0.15886445,-0.3927144,-0.59717375,-0.1830661,-0.06754589,-0.09046743,0.032677777,-0.002735999,-0.41143858,-0.144648,-0.087889336,-0.060834553,0.3258622,0.32683635
