record_id,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30,g31,g32,g33,g34,g35,g36,g37,g38,g39,g40,g41,g42,g43,g44,g45,g46,g47,g48,g49,g50,g51,g52,g53,g54,g55,g56,g57,g58,g59,g60,g61,g62,g63,g64,g65,g66,g67,g68,g69,g70,g71,g72,g73,g74,g75,g76,g77,g78,g79,g80,g81,g82,g83,g84,g85,g86,g87,g88,g89,g90,g91,g92,g93,g94,g95,g96,g97,g98,g99
1,0.1411831,-0.30709448,-0.064471684,0.08453191,0.0195835,0.21924257,0.4397631,0.3006367,0.079593495,0.23328376,0.3819473,-0.22635917,-0.20469128,-0.03935184,0.31147167,-0.1349925,0.17427623,-0.043412838,-0.2555235,0.4150279,0.3570663,0.09274834,0.029331356,0.46754554,-0.05520301,0.07668834,0.19075485,-0.29119217,-0.06347091,-0.21941,-0.08335582,0.0011368444,0.11270825,-0.12858833,0.03757843,0.16081364,0.35772118,0.20258905,-0.0028084256,-0.20309341,0.08999467,-0.048811253,0.110444844,-0.1734683,0.19536833,-0.16450544,-0.59222704,-0.42085898,-0.16375548,-0.10125748,0.03932125,0.018176734,-0.0176995,0.09774119,-0.8092763,-1.1560541,-0.3152652,0.30111906,0.68778753,0.057619166,-0.33728996,0.19615084,-0.3885385,-0.23449115,0.11320394,0.043368068,0.03960614,-0.18633918,0.14062375,0.037563328,0.21413775,0.322475,0.0019246688,-0.003304993,0.045945663,-0.041087516,0.11249378,-0.025716996,-0.2552217,-0.056995496,0.179662,-0.24797232,-0.33887622,-0.05285917,-0.267455,-0.086760916,-0.23681416,0.033670753,0.46136746,-0.017375173,-0.14090016,0.111004986,0.25882384,0.07575,0.04822917,0.14047419,-0.15487534,-0.32755324,0.089119576,-0.07370033
2,0.009478256,0.112328134,0.18183926,-0.113235354,-0.015498873,0.075946525,-0.0011927182,0.22490396,0.09445471,-0.031110428,0.32325658,0.15005466,0.18888313,-0.1397257,0.009622072,-0.23761822,0.17095332,0.22538354,-0.25164226,0.14072332,0.3075504,0.038184643,0.047173124,-0.03249892,0.06323777,-0.14981218,-0.1311493,-0.33419672,0.04044077,-0.09204268,-0.027358398,0.56853795,-0.14618853,-0.029985644,0.14529754,0.29441348,-0.12535198,-0.06354335,-0.024484264,-0.22580433,-0.15385751,-0.13448931,0.07742194,-0.2604273,-0.090696834,0.006124913,-0.081957854,-0.30901515,0.09842698,-0.67544484,0.16901186,0.10161203,0.25042188,0.6446692,-0.11345912,-1.8626583,-0.18492016,-0.16746515,1.426621,0.22896583,-0.05088223,0.58392364,-0.2428255,0.045047406,0.55410737,-0.06413759,0.28433546,0.28444022,0.026431916,-0.16368468,-0.098844424,-0.20514409,-0.02122086,-0.27310264,0.12124634,0.117974356,-0.1654473,-0.13250537,-0.6562967,-0.07684502,0.46578747,-0.11916744,-0.32740977,-0.07824217,-1.0826772,-0.1722254,0.18126045,-0.14951484,-0.17259243,-0.22572897,-0.09671589,-0.083346866,0.13170093,-0.21597686,-0.48373118,-0.0889584,0.0408829,-0.05448416,0.35785586,0.044255454
3,-0.08159232,-0.088307805,0.14717825,-0.07229859,0.04489499,0.22798793,-0.07497305,0.08400279,0.3105552,0.038863126,0.16264236,0.105784416,0.17538376,-0.16448332,0.036246672,-0.119994305,0.18812406,0.34575853,-0.44320235,0.058664363,0.19678442,-0.1606333,0.176892,-0.044693884,0.052351937,-0.057373002,-0.20199692,-0.33897734,0.17313989,-0.077448495,0.17971942,0.5433931,-0.23592946,0.037606526,0.20891942,0.17509322,-0.2505464,-0.073727116,0.0152939735,-0.2788266,-0.25995046,-0.07296159,0.19001918,-0.3447214,-0.15106596,-0.059614435,0.05127099,-0.10208653,0.035676446,-0.6724915,0.18291533,0.174626,0.18169014,0.8641445,0.00092565315,-1.6840677,-0.19633728,-0.053734552,1.3785809,0.33351135,-0.121723205,0.40584207,-0.21678035,0.0803729,0.6230442,-0.112436906,0.3231571,0.24212147,-0.0062485584,-0.19106074,-0.108884305,-0.24458802,0.08264794,-0.29613638,0.09892517,0.16480362,-0.20327137,-0.05105495,-0.5938362,0.0911397,0.4970035,-0.26569423,-0.40107873,-0.068826444,-1.1718086,-0.11946953,0.20727511,0.016146053,-0.15769096,-0.1608499,-0.07748257,0.020726852,0.025056012,-0.22269619,-0.32188544,-0.06643443,-0.005183515,-0.13298674,0.35552275,-0.009833712
4,0.09742,0.04885666,0.059605,0.00025733313,-0.044908,-0.14543335,-0.09486633,-0.00046666464,0.51308006,-0.15364407,0.29829666,-0.17806666,0.06298033,-0.39096332,-0.3659133,-0.43558335,-0.04216002,0.30313,-0.049083333,-0.23719199,-0.029803673,-0.26040334,0.012493332,0.09316733,-0.24258417,0.24630666,-0.46371666,-0.016492,0.13221668,-0.063075334,0.033939328,1.1903867,-0.452727,-0.051693335,-0.009203334,0.17868699,-0.05682333,-0.49999204,-0.0057233274,-0.39285663,-0.17644668,-0.10054668,-0.37597668,-0.19251834,-0.14798665,0.33822668,-0.13662878,0.0277208,0.31529334,-0.73652333,0.17977001,-0.05524267,0.38687,0.9559067,-0.14748332,-1.64093,-0.19752002,-0.15398167,1.0777167,0.36436367,0.42899334,0.27313,0.055471767,0.15829,0.45672002,-0.18168668,0.34741867,0.32025567,0.21176767,0.35868168,0.14102,-0.12151667,-0.23947668,-0.5090933,0.69414663,-0.037178,-0.15297,-0.25190666,-0.66994333,0.15157,0.5755,-0.19568665,-0.5924167,0.3174567,-0.95069,-0.6333067,0.25417033,-0.3319933,-0.50401,-0.16417834,0.15311332,-0.16546333,-0.28991303,-0.12459,-0.21104334,0.46941778,0.045911003,-0.20493001,0.42426765,0.32672665
5,-0.071537085,0.28330055,0.3077275,-0.24133575,-0.26563287,-0.026327744,-0.19968951,0.26108414,-0.050501328,-0.2682344,0.09042583,0.17028259,0.32214,0.032292247,0.042310834,-0.30021432,0.08653391,0.27469802,-0.3834782,0.23559444,0.2624399,0.09748334,-0.037101466,-0.110185154,0.106303334,0.014825836,-0.29456875,-0.5163975,0.21019244,-0.15227883,-0.055722084,0.30005297,-0.055156004,-0.038607836,0.15587585,0.40306708,-0.09601232,0.022280082,0.039970685,-0.21813689,-0.3296804,-0.24569619,0.15466617,-0.46739736,-0.16415235,-0.08366233,0.12439742,-0.35156775,0.09726449,-0.86845344,0.23954515,-0.13821234,0.062678665,0.9735934,-0.105463594,-2.2287567,-0.09648576,-0.04011,1.7022418,0.25741807,-0.23543002,0.751141,-0.33625337,-0.039962914,0.6560548,0.06606967,0.28436264,0.32851437,-0.08529788,-0.18263476,0.013860879,-0.2476009,-0.108954586,-0.41021606,0.16993201,0.22724657,-0.22838919,-0.087109916,-0.5693192,0.0067241713,0.593215,-0.08949167,-0.6140167,0.06938338,-1.4500133,-0.1776285,0.2603206,-0.06350092,-0.3958039,-0.33563557,-0.06919118,-0.20080608,-0.026039662,-0.26629832,-0.57585925,-0.088185556,0.014379029,-0.044078413,0.32952854,0.32629204
6,-0.12908283,0.12463428,0.39007986,-0.35033798,0.039828766,0.10201566,-0.13285984,-0.09471268,0.47827196,-0.046573002,0.25501066,0.077972084,0.115460604,-0.2822807,0.10780876,0.22058088,-0.014900883,0.115164176,-0.06573728,0.36446983,0.21127024,-0.11906156,0.10026626,0.02882174,0.0074577895,-0.08691883,-0.05832375,-0.090336,-0.061903093,-0.08877279,0.09149328,0.5114505,-0.064094156,-0.019614054,0.08066196,0.18126267,-0.37570736,0.024861276,0.020048443,-0.24571279,0.02026293,-0.115926795,0.029497696,-0.23088214,-0.27060598,-0.05118318,-0.038254436,-0.09241666,0.070923604,-0.51449656,0.19304645,0.13637598,0.19964653,0.57671845,-0.27266636,-1.4277236,-0.1614322,0.034961104,1.0410299,0.07413083,-0.3441156,0.46293455,-0.27982384,0.08784213,0.5759703,0.03461106,0.21486887,0.072651096,0.2707755,-0.18342166,0.016377725,0.06250289,0.1541499,-0.19108155,0.07501028,0.110134825,-0.124485664,0.05234666,-0.39926675,-0.059111103,0.24610043,-0.16536763,-0.27386725,-0.08987873,-1.013749,-0.009322722,0.12011417,-0.082048565,-0.34960303,-0.09647917,0.017359741,0.29396355,-0.058076337,-0.2584444,-0.22348224,-0.13085745,-0.024222046,-0.14917743,0.42461088,0.21024056
7,-0.21248733,0.17095134,0.3129,-0.15209566,-0.0022584465,-0.39739668,0.18091649,-0.054084443,0.17795336,0.08744861,0.1992485,-0.13642688,0.15845023,-0.054337464,0.29359156,0.06966977,0.33114886,0.023458665,-0.3320889,0.10532767,0.029937992,-0.17171445,0.043699093,-0.09114667,-0.06824544,0.082404785,-0.03978255,-0.039645884,-0.48380497,0.043154325,0.01062889,0.48664543,-0.064022005,-0.01920411,0.20636146,0.34565175,-0.054259673,0.039950114,-0.2161674,-0.1898599,-0.15319043,-0.29402664,0.31827757,-0.29534423,-0.09899844,-0.19324724,-0.14389467,-0.30900633,-0.16058245,-0.6598211,0.55050385,0.067097224,0.22298956,0.8889033,-0.22229034,-2.038889,-0.14435111,-0.16692744,1.8794891,0.27850664,-0.10747789,0.41803557,-0.2747149,-0.15545899,0.79276824,-0.2375727,0.37664333,0.14701034,0.3767422,-0.23938663,-0.054536782,-0.03238933,0.06537089,-0.25667563,0.34393555,0.28954056,0.09893934,0.03294556,-0.9489211,-0.16063401,0.35748655,0.0059371856,-0.16522111,-0.112367086,-1.3387244,-0.13524157,0.3360248,-0.19730036,-0.25760913,-0.20524661,0.059510443,0.07692667,-0.038872227,-0.130062,-0.21497376,0.1393281,-0.030900002,-0.29523087,0.5785397,0.2861156
8,-0.04870945,0.21653283,0.22997764,-0.15955359,-0.007130769,0.14872035,-0.07803067,0.0714041,-0.040015053,0.032430165,0.17762877,0.03391322,0.3599594,0.074349664,0.0010024187,-0.22299801,0.057566117,0.21506736,-0.37593493,0.31272495,0.17427723,0.022682505,0.0705661,-0.14934358,0.16984212,-0.118618846,-0.12824951,-0.3829751,0.06714936,-0.16382346,0.05760542,0.36303645,-0.0037791205,-0.07807388,0.02057515,0.20763503,-0.23825279,0.0074897353,-0.041340176,-0.22206941,-0.192763,-0.06861054,0.17032947,-0.3041844,-0.09256466,0.0113308,0.09645573,-0.37319422,0.053589184,-0.7350824,0.1852382,-0.09515278,0.107490815,0.9728004,-0.108976975,-2.0092173,-0.13111472,-0.05122437,1.5681405,0.5046301,-0.17758274,0.60366845,-0.3102558,-0.011679388,0.7468376,0.09686982,0.3072408,0.13485101,0.21893056,-0.13414258,-0.011020943,-0.23479635,-0.1593458,-0.2378986,0.33862707,0.14743365,-0.1434712,-0.030100698,-0.7814922,-0.023114957,0.5349523,-0.0071711997,-0.31369394,0.040813807,-1.3598632,-0.18623275,0.09672086,-0.14617537,-0.2318905,-0.23958,-0.03320585,-0.02501649,0.10891728,-0.14295022,-0.39981258,0.02508829,-0.059109323,-0.16068059,0.2200593,0.11082654
9,-0.073845014,-0.28677198,0.11701,-0.102495,0.16094998,-0.118611,0.113425,0.032681998,0.15219998,0.0891105,0.38622048,-0.46692,0.24164501,-0.740785,-0.02256,0.25156,-0.112431005,0.39463,-0.29124498,0.81654,-0.35843498,-0.482595,-0.027649984,0.655945,0.069109,0.45071504,0.33138,0.140138,-0.49719,-0.25002998,0.009770006,0.729585,-0.495902,0.07519,0.597645,0.04818,-0.69990003,0.34995,-0.037040003,-0.45213503,0.18836051,0.56022,0.21716501,0.014249999,0.12843,-0.01536499,0.26437,-0.372345,-0.01992999,-0.19348,0.280475,0.10069,0.683605,0.18446,-0.2915825,-0.800565,0.041035026,-0.16525051,1.099285,-0.265795,-0.103975005,0.1532185,-0.48864,0.401475,0.16634,-0.07720499,0.093807995,-0.3668,0.89643,-0.407165,0.57649,0.320135,0.314469,-0.15303,0.58804,0.549375,-0.21087,-0.0427125,-0.29153997,-0.25417998,0.025854997,-0.36781502,0.177605,-0.1545395,-0.4537385,-0.088149995,0.500695,-0.30262,-0.14629605,-0.23692499,0.226725,0.44087005,0.05799,-0.323815,-0.02741,0.209165,-0.0538,-0.64032996,0.81926,0.117355004
10,-0.0148098,0.12323155,0.32958597,-0.639342,0.16168201,0.2968382,0.318524,0.058796793,0.551302,-0.018081998,0.61125195,0.2878882,0.47043237,0.031453997,0.226439,-0.021536004,0.07145761,0.35816377,-0.533688,0.139204,0.418326,-0.0011460006,0.390126,0.26879197,0.23677158,0.23641643,-0.52543,0.030432021,0.07212938,0.022437798,0.217311,0.82455,-0.10687901,0.36713597,0.558416,-0.20912199,-0.5138844,0.0596976,0.12712839,0.1350332,-0.054651994,-0.06799356,0.16412282,-0.30132583,-0.22270279,-0.0867478,-0.147892,-0.1215512,0.35773578,-0.24644598,-0.075888,0.1720748,0.10784066,0.407106,-0.19196598,-1.157388,-0.3486736,0.2253438,1.086756,0.429984,0.0962154,0.5827774,-0.49858603,0.1704186,0.2633762,-0.2709,0.34004956,0.019644208,-0.043194003,0.078590594,0.1349752,0.115698,0.46216458,-0.3412742,-0.0209862,0.442514,-0.230376,-0.0905292,-0.5187898,0.024789002,0.21937399,-0.036736004,-0.607702,-0.1600046,-0.9046694,-0.34912,0.35438302,-0.244632,-0.673828,-0.010294998,0.11246641,0.06715663,0.084578,-0.21602078,-0.2638074,-0.22015437,-0.044167202,0.1353198,0.3846188,0.180274
